1000
ID;Titulo;Autor;Paginas;Ejemplares;Generos
LIB776;Libro_776;Autor_776;310;5;ciencia-fantasia-humor-poesia
LIB777;Libro_777;Autor_777;482;2;investigacion-moda
LIB778;Libro_778;Autor_778;183;1;ciencia-drama-gastronomia-infantil-thriller
LIB779;Libro_779;Autor_779;384;1;fantasia-investigacion-poesia-relatos
LIB780;Libro_780;Autor_780;625;2;arte-biografia-drama-investigacion
LIB781;Libro_781;Autor_781;150;5;drama-fantasia-infantil-leyendas
LIB782;Libro_782;Autor_782;205;2;investigacion-moda-relatos-viajes
LIB783;Libro_783;Autor_783;901;5;cine-ensayo-poesia-religion
LIB784;Libro_784;Autor_784;148;1;fantasia-thriller
LIB785;Libro_785;Autor_785;936;5;ensayo-investigacion
LIB786;Libro_786;Autor_786;619;5;biografia-leyendas-moda
LIB787;Libro_787;Autor_787;825;2;drama-humor-leyendas-moda-viajes
LIB788;Libro_788;Autor_788;634;1;ciencia-fotografia-juegos
LIB789;Libro_789;Autor_789;167;1;fantasia-moda
LIB790;Libro_790;Autor_790;128;2;cine-fotografia-relatos
LIB791;Libro_791;Autor_791;337;4;arte-biografia-investigacion-relatos-religion
LIB792;Libro_792;Autor_792;275;2;drama-ensayo-fantasia-leyendas-poesia-politica
LIB793;Libro_793;Autor_793;821;5;biografia-ensayo-fantasia-fotografia-poesia
LIB794;Libro_794;Autor_794;637;5;cine-fotografia-infantil-juegos
LIB795;Libro_795;Autor_795;236;3;ensayo-investigacion-leyendas
LIB796;Libro_796;Autor_796;1058;5;biografia-cine-investigacion-moda
LIB797;Libro_797;Autor_797;1001;4;fotografia
LIB798;Libro_798;Autor_798;120;3;ciencia-drama-investigacion-poesia-relatos
LIB799;Libro_799;Autor_799;380;3;fantasia-thriller
LIB800;Libro_800;Autor_800;928;5;ciencia-gastronomia-poesia-relatos-viajes
LIB801;Libro_801;Autor_801;127;1;juegos-poesia-viajes
LIB802;Libro_802;Autor_802;1061;1;arte-ciencia-infantil-juegos-leyendas-poesia
LIB803;Libro_803;Autor_803;338;4;arte-ciencia-politica-relatos-viajes
LIB804;Libro_804;Autor_804;360;4;ensayo-infantil-leyendas-religion
LIB805;Libro_805;Autor_805;511;2;arte-ciencia-drama-viajes
LIB806;Libro_806;Autor_806;371;3;drama-gastronomia-investigacion-juegos-leyendas-politica
LIB807;Libro_807;Autor_807;750;4;cine-moda-poesia-relatos-thriller-viajes
LIB808;Libro_808;Autor_808;519;4;cine-fantasia-poesia-relatos-viajes
LIB809;Libro_809;Autor_809;900;3;drama-fantasia-investigacion-moda-relatos
LIB810;Libro_810;Autor_810;262;3;humor-investigacion
LIB811;Libro_811;Autor_811;1038;1;cine-juegos-leyendas-moda
LIB812;Libro_812;Autor_812;305;5;drama-politica-relatos
LIB813;Libro_813;Autor_813;792;4;moda-religion
LIB814;Libro_814;Autor_814;249;2;fotografia-poesia
LIB815;Libro_815;Autor_815;203;1;ciencia-ensayo-fotografia
LIB816;Libro_816;Autor_816;269;2;fotografia-religion
LIB817;Libro_817;Autor_817;152;4;fotografia-gastronomia-poesia
LIB818;Libro_818;Autor_818;1029;2;fantasia-juegos-leyendas-poesia-viajes
LIB819;Libro_819;Autor_819;154;3;ensayo-humor-investigacion-juegos-moda
LIB820;Libro_820;Autor_820;274;5;cine-ensayo-fotografia-politica
LIB821;Libro_821;Autor_821;145;1;cine-infantil-relatos
LIB822;Libro_822;Autor_822;467;5;arte-ensayo-fantasia-fotografia-juegos
LIB823;Libro_823;Autor_823;954;3;humor-leyendas-religion
LIB824;Libro_824;Autor_824;399;5;arte-biografia-ciencia-ensayo-infantil
LIB825;Libro_825;Autor_825;582;5;arte-fantasia-gastronomia-infantil
LIB826;Libro_826;Autor_826;283;3;humor-investigacion-poesia-thriller
LIB827;Libro_827;Autor_827;295;4;arte-ciencia-drama
LIB828;Libro_828;Autor_828;1089;3;biografia-drama-humor-infantil-moda
LIB829;Libro_829;Autor_829;232;1;drama-ensayo-infantil-juegos-politica
LIB830;Libro_830;Autor_830;805;5;infantil-juegos
LIB831;Libro_831;Autor_831;822;4;fotografia-investigacion
LIB832;Libro_832;Autor_832;751;5;ciencia-infantil-leyendas
LIB833;Libro_833;Autor_833;859;1;fantasia-juegos-thriller
LIB834;Libro_834;Autor_834;521;2;arte-ciencia-drama-fotografia-gastronomia
LIB835;Libro_835;Autor_835;558;5;drama-fotografia-relatos
LIB836;Libro_836;Autor_836;520;5;fantasia-infantil-leyendas-poesia-politica
LIB837;Libro_837;Autor_837;213;1;cine-religion-viajes
LIB838;Libro_838;Autor_838;625;2;ensayo-investigacion-moda-thriller-viajes
LIB839;Libro_839;Autor_839;873;2;biografia-poesia
LIB840;Libro_840;Autor_840;691;5;gastronomia-moda-religion
LIB841;Libro_841;Autor_841;862;3;ensayo-fantasia-juegos-religion-viajes
LIB842;Libro_842;Autor_842;862;3;fantasia-infantil-poesia-relatos
LIB843;Libro_843;Autor_843;581;1;arte-poesia-religion
LIB844;Libro_844;Autor_844;185;5;biografia-cine-fantasia-religion-thriller
LIB845;Libro_845;Autor_845;616;4;drama-fantasia-infantil-leyendas
LIB846;Libro_846;Autor_846;914;3;fantasia-humor
LIB847;Libro_847;Autor_847;177;4;investigacion-juegos-politica
LIB848;Libro_848;Autor_848;605;2;ciencia-drama-ensayo-fotografia
LIB849;Libro_849;Autor_849;718;3;arte-drama-fotografia-gastronomia-investigacion-viajes
LIB850;Libro_850;Autor_850;465;4;fotografia-humor
LIB851;Libro_851;Autor_851;599;3;drama-fotografia-poesia-politica-viajes
LIB852;Libro_852;Autor_852;918;1;biografia-fantasia-poesia
LIB853;Libro_853;Autor_853;622;5;arte-fotografia
LIB854;Libro_854;Autor_854;438;1;arte-drama-fantasia-moda-religion
LIB855;Libro_855;Autor_855;181;4;arte-humor-investigacion-religion
LIB856;Libro_856;Autor_856;657;3;cine-moda-poesia-relatos
LIB857;Libro_857;Autor_857;469;2;poesia-religion
LIB858;Libro_858;Autor_858;1030;4;arte-biografia-ensayo-fantasia-thriller
LIB859;Libro_859;Autor_859;883;2;biografia-ensayo-poesia-thriller
LIB860;Libro_860;Autor_860;1094;5;cine-drama-fotografia-infantil-politica
LIB861;Libro_861;Autor_861;123;3;cine-fotografia-humor-investigacion-thriller
LIB862;Libro_862;Autor_862;967;1;arte-ensayo
LIB863;Libro_863;Autor_863;638;5;biografia-moda-poesia
LIB864;Libro_864;Autor_864;509;1;drama-ensayo-gastronomia-relatos
LIB865;Libro_865;Autor_865;942;1;cine-drama-ensayo-juegos-politica-religion
LIB866;Libro_866;Autor_866;586;2;ensayo-fantasia-gastronomia-leyendas-thriller
LIB867;Libro_867;Autor_867;927;5;arte-biografia-ciencia-fantasia-infantil
LIB868;Libro_868;Autor_868;932;4;ciencia-juegos-moda-poesia
LIB869;Libro_869;Autor_869;689;4;humor-investigacion-juegos-leyendas-thriller
LIB870;Libro_870;Autor_870;348;5;biografia-ciencia-ensayo-viajes
LIB871;Libro_871;Autor_871;143;4;ciencia-leyendas-religion
LIB872;Libro_872;Autor_872;985;2;ensayo-investigacion
LIB873;Libro_873;Autor_873;539;2;infantil-politica-viajes
LIB874;Libro_874;Autor_874;135;5;fotografia-humor-religion
LIB875;Libro_875;Autor_875;321;1;leyendas-relatos
LIB876;Libro_876;Autor_876;647;4;biografia-ciencia-investigacion-juegos-poesia-viajes
LIB877;Libro_877;Autor_877;1023;1;humor-moda
LIB878;Libro_878;Autor_878;172;1;gastronomia-leyendas-moda
LIB879;Libro_879;Autor_879;577;5;biografia-cine-drama-investigacion-politica-viajes
LIB880;Libro_880;Autor_880;704;4;biografia-ciencia-cine
LIB881;Libro_881;Autor_881;585;3;biografia-fotografia-investigacion-juegos-poesia
LIB882;Libro_882;Autor_882;324;5;ciencia-ensayo-relatos
LIB883;Libro_883;Autor_883;632;4;drama-gastronomia-humor-investigacion-relatos-religion
LIB884;Libro_884;Autor_884;704;4;ciencia-cine-moda-politica-relatos-religion
LIB885;Libro_885;Autor_885;517;5;investigacion-politica-viajes
LIB886;Libro_886;Autor_886;973;4;investigacion-thriller
LIB887;Libro_887;Autor_887;891;2;ciencia-ensayo-juegos-poesia-relatos
LIB888;Libro_888;Autor_888;925;4;cine-drama-fotografia-infantil-moda
LIB889;Libro_889;Autor_889;839;4;gastronomia-investigacion-juegos-poesia-relatos
LIB890;Libro_890;Autor_890;156;4;arte-biografia-ensayo-infantil-juegos
LIB891;Libro_891;Autor_891;941;3;infantil-politica
LIB892;Libro_892;Autor_892;681;3;infantil-moda-poesia
LIB893;Libro_893;Autor_893;1060;3;arte-drama-infantil-thriller
LIB894;Libro_894;Autor_894;711;1;juegos-leyendas-politica-religion
LIB895;Libro_895;Autor_895;212;2;biografia-poesia
LIB896;Libro_896;Autor_896;703;5;ensayo-infantil-investigacion-poesia-relatos
LIB897;Libro_897;Autor_897;511;4;ciencia-moda-poesia-relatos
LIB898;Libro_898;Autor_898;516;2;cine-juegos-relatos-religion-viajes
LIB899;Libro_899;Autor_899;501;4;ciencia-juegos
LIB900;Libro_900;Autor_900;537;5;ensayo-fantasia-infantil-viajes
LIB901;Libro_901;Autor_901;640;4;drama-humor-thriller-viajes
LIB902;Libro_902;Autor_902;558;2;arte-ensayo-infantil
LIB903;Libro_903;Autor_903;870;1;cine-investigacion-juegos-thriller
LIB904;Libro_904;Autor_904;539;5;ensayo-fotografia-gastronomia-humor-relatos
LIB905;Libro_905;Autor_905;587;5;cine-infantil-poesia-politica-relatos
LIB906;Libro_906;Autor_906;804;2;arte-ensayo-moda-politica-relatos-religion
LIB907;Libro_907;Autor_907;205;2;biografia-gastronomia-religion-thriller
LIB908;Libro_908;Autor_908;546;3;poesia-viajes
LIB909;Libro_909;Autor_909;946;4;humor-leyendas-thriller
LIB910;Libro_910;Autor_910;141;1;arte-gastronomia-investigacion-juegos-religion-thriller
LIB911;Libro_911;Autor_911;434;3;infantil-poesia-politica
LIB912;Libro_912;Autor_912;861;5;humor-viajes
LIB913;Libro_913;Autor_913;581;2;arte-fantasia-gastronomia-moda-poesia
LIB914;Libro_914;Autor_914;390;5;arte-drama-investigacion-politica-relatos-religion
LIB915;Libro_915;Autor_915;296;4;thriller
LIB916;Libro_916;Autor_916;112;3;biografia-moda-religion-thriller-viajes
LIB917;Libro_917;Autor_917;615;4;ensayo-fantasia-gastronomia-moda-poesia
LIB918;Libro_918;Autor_918;663;1;gastronomia-leyendas-relatos-thriller
LIB919;Libro_919;Autor_919;436;1;drama-infantil-religion
LIB920;Libro_920;Autor_920;341;2;fotografia-leyendas-politica-thriller
LIB921;Libro_921;Autor_921;614;2;gastronomia-humor-juegos-moda-viajes
LIB922;Libro_922;Autor_922;1040;4;biografia-drama-humor
LIB923;Libro_923;Autor_923;420;5;fantasia-poesia-religion-viajes
LIB924;Libro_924;Autor_924;965;5;cine-relatos
LIB925;Libro_925;Autor_925;729;5;ensayo-poesia-viajes
LIB926;Libro_926;Autor_926;779;2;cine-ensayo-investigacion-relatos
LIB927;Libro_927;Autor_927;958;1;ciencia-cine-ensayo-juegos-moda
LIB928;Libro_928;Autor_928;155;3;drama-ensayo-investigacion-viajes
LIB929;Libro_929;Autor_929;727;5;arte-investigacion-thriller
LIB930;Libro_930;Autor_930;856;2;fantasia-gastronomia-relatos
LIB931;Libro_931;Autor_931;179;3;arte-gastronomia-religion
LIB932;Libro_932;Autor_932;529;1;ciencia-juegos-leyendas-politica
LIB933;Libro_933;Autor_933;199;3;ciencia-gastronomia
LIB934;Libro_934;Autor_934;1028;3;ciencia-drama-ensayo-fantasia-infantil
LIB935;Libro_935;Autor_935;1097;3;cine-politica
LIB936;Libro_936;Autor_936;555;4;arte-drama
LIB937;Libro_937;Autor_937;589;1;politica-relatos-religion
LIB938;Libro_938;Autor_938;213;5;biografia-religion
LIB939;Libro_939;Autor_939;420;4;arte-investigacion-politica
LIB940;Libro_940;Autor_940;822;2;ciencia-fantasia-fotografia-infantil-investigacion-religion
LIB941;Libro_941;Autor_941;759;4;biografia-fotografia-gastronomia-poesia
LIB942;Libro_942;Autor_942;322;5;biografia-cine-politica-viajes
LIB943;Libro_943;Autor_943;702;3;ciencia-fantasia-poesia
LIB944;Libro_944;Autor_944;202;1;arte-fantasia-juegos
LIB945;Libro_945;Autor_945;589;4;arte-ensayo-infantil-moda-religion
LIB946;Libro_946;Autor_946;1072;4;ensayo-humor-leyendas-politica-religion
LIB947;Libro_947;Autor_947;551;1;arte-biografia-ciencia-cine-ensayo-infantil
LIB948;Libro_948;Autor_948;884;4;ciencia-investigacion-moda-relatos
LIB949;Libro_949;Autor_949;188;5;juegos-religion-thriller
LIB950;Libro_950;Autor_950;976;2;ensayo-infantil
LIB951;Libro_951;Autor_951;353;2;biografia-ciencia-cine-fotografia-juegos
LIB952;Libro_952;Autor_952;312;5;cine-ensayo-moda-viajes
LIB953;Libro_953;Autor_953;669;1;fantasia-leyendas-religion
LIB954;Libro_954;Autor_954;863;2;ciencia-politica-thriller
LIB955;Libro_955;Autor_955;693;5;arte-relatos-religion
LIB956;Libro_956;Autor_956;125;5;arte-ensayo-humor-thriller
LIB957;Libro_957;Autor_957;170;1;biografia-ciencia-drama-fantasia
LIB958;Libro_958;Autor_958;278;4;arte-ciencia-fotografia-politica-relatos-viajes
LIB959;Libro_959;Autor_959;882;1;arte-infantil
LIB960;Libro_960;Autor_960;852;5;biografia-infantil-investigacion
LIB961;Libro_961;Autor_961;925;5;drama-ensayo-poesia
LIB962;Libro_962;Autor_962;861;4;juegos-poesia
LIB963;Libro_963;Autor_963;383;4;arte-ciencia-fotografia-juegos-moda
LIB964;Libro_964;Autor_964;660;2;juegos-viajes
LIB965;Libro_965;Autor_965;805;1;fotografia-gastronomia-leyendas-politica
LIB966;Libro_966;Autor_966;158;2;ciencia-fotografia-humor-moda
LIB967;Libro_967;Autor_967;351;2;biografia-politica
LIB968;Libro_968;Autor_968;520;2;ciencia-politica
LIB969;Libro_969;Autor_969;134;4;humor-moda
LIB970;Libro_970;Autor_970;979;1;ciencia-cine
LIB971;Libro_971;Autor_971;161;3;cine-viajes
LIB972;Libro_972;Autor_972;637;1;humor
LIB973;Libro_973;Autor_973;543;2;humor-poesia-viajes
LIB974;Libro_974;Autor_974;1033;1;gastronomia-poesia-religion-thriller-viajes
LIB975;Libro_975;Autor_975;150;2;gastronomia-leyendas-relatos-viajes
LIB976;Libro_976;Autor_976;985;2;drama-ensayo-leyendas-moda
LIB977;Libro_977;Autor_977;464;4;drama-moda-poesia
LIB978;Libro_978;Autor_978;446;1;arte-cine-fantasia-gastronomia-relatos
LIB979;Libro_979;Autor_979;915;5;ciencia-fantasia-juegos-thriller
LIB980;Libro_980;Autor_980;274;3;juegos-thriller
LIB981;Libro_981;Autor_981;144;5;biografia-leyendas-religion
LIB982;Libro_982;Autor_982;641;5;fantasia-investigacion-moda-relatos
LIB983;Libro_983;Autor_983;259;4;ciencia-investigacion
LIB984;Libro_984;Autor_984;926;2;biografia-ciencia-cine-leyendas
LIB985;Libro_985;Autor_985;290;5;humor-relatos-religion
LIB986;Libro_986;Autor_986;766;4;fotografia-infantil-poesia
LIB987;Libro_987;Autor_987;379;4;fotografia-humor-poesia
LIB988;Libro_988;Autor_988;125;5;arte-investigacion
LIB989;Libro_989;Autor_989;493;3;ensayo-fotografia-leyendas-religion
LIB990;Libro_990;Autor_990;531;2;arte-humor
LIB991;Libro_991;Autor_991;697;3;ensayo-fantasia-infantil
LIB992;Libro_992;Autor_992;122;2;fotografia-investigacion-thriller
LIB993;Libro_993;Autor_993;1065;2;cine-politica
LIB994;Libro_994;Autor_994;623;1;ensayo-fotografia-humor-investigacion-relatos
LIB995;Libro_995;Autor_995;257;5;cine-gastronomia-leyendas-politica
LIB996;Libro_996;Autor_996;231;1;cine-viajes
LIB997;Libro_997;Autor_997;720;1;biografia-drama-fantasia-gastronomia-investigacion-poesia
LIB998;Libro_998;Autor_998;182;1;poesia-relatos
LIB999;Libro_999;Autor_999;199;2;biografia-fantasia
